chr	start	end	type	gene_name	distance_to_tss	name	score	strand	log2FoldChange	padj	significant	direction
chr9	41132908	41133187	Distal	LINC03025	12999	Peak_251	147.914858057629	+	0.608301991786	0.0638897983710049	FALSE	More accessible
chr9	42787548	42788042	Distal	LOC102724818	42789	Peak_5046	252.44653559057	-	1.14103839702164	0.0119379594786558	TRUE	More accessible
chr9	72304806	72305265	Promoter	LINC01504	561	Peak_8683	478.677640925162	+	-0.773376029343485	0.190885704330087	FALSE	Less accessible
chr9	72336502	72336982	Gene_body	LINC01504	31135	Peak_8684	272.394884272944	+	1.56019478616341	0.000901368038460354	TRUE	More accessible
chr9	74533864	74534276	Gene_body	RORB	36529	Peak_6768	255.449237884022	+	1.61419104134282	0.00973640812500705	TRUE	More accessible
chr9	78031346	78031717	Promoter	GNAQ	465	Peak_2968	326.170817192178	-	-1.24157869453948	0.00576034314180724	TRUE	Less accessible
chr9	78065939	78066387	Distal	GNAQ	34128	Peak_2970	112.9246282042	+	-0.607197753378235	0.0277089639618062	FALSE	Less accessible
chr9	79511468	79511677	Gene_body	LNCARSR	56334	Peak_5577	276.642265659757	+	-1.55342015059112	0.0355511197706685	TRUE	Less accessible
chr9	79567367	79567803	Promoter	LNCARSR	435	Peak_5575	141.197505092714	-	-1.73365342177021	0.00608946150140837	TRUE	Less accessible
chr9	86912293	86912457	Distal	GAS1RR	36336	Peak_8400	287.547197018284	+	-1.41950012565979	0.0118602818377841	TRUE	Less accessible
chr9	87771294	87771775	Promoter	CTSL3P	1159	Peak_5532	316.560281766579	-	-2.14185119982951	0.0640513650366444	FALSE	Less accessible
chr9	87779178	87779389	Gene_body	CTSL3P	6725	Peak_5533	231.712055962998	+	-0.16254852380692	0.00104287104841645	FALSE	Less accessible
chr9	87823159	87823495	Distal	CTSL3P	50706	Peak_5535	339.439514186233	-	1.27993616014004	0.000544119512332716	TRUE	More accessible
chr9	87829695	87829863	Distal	CTSL3P	57242	Peak_5534	255.815020261798	+	0.782659781044984	7.61801315397707e-05	FALSE	More accessible
chr9	88955860	88956098	Distal	S1PR3	35003	Peak_3180	371.113843028434	-	-0.0498668358372293	0.0225016487675253	FALSE	Less accessible
chr9	88990477	88990825	Promoter	S1PR3	386	Peak_3178	130.76609573327	+	-1.56405871739887	0.0184561555248685	TRUE	Less accessible
chr9	89001126	89001516	Gene_body	S1PR3	10263	Peak_3179	338.199742697179	-	-1.54903567103368	0.0013512356068939	TRUE	Less accessible
chr9	89632140	89632513	Distal	LINC03062	7610	Peak_7832	266.67201918317	-	0.817476527212096	0.0357704557566671	FALSE	More accessible
chr9	89637890	89638340	Promoter	LINC03062	1860	Peak_7828	178.220848960336	-	-0.962772168382157	0.00331791485082358	FALSE	Less accessible
chr9	89712944	89713431	Gene_body	LINC03062	73194	Peak_7829	482.444045238663	+	-0.54197364285763	0.0206561559747905	FALSE	Less accessible
chr9	89757396	89757668	Distal	LINC03062	117646	Peak_7831	168.231571477372	-	-0.171929472162467	0.0625621022025356	FALSE	Less accessible
chr9	90964294	90964516	Gene_body	LOC105379829	1099	Peak_4067	143.82927569095	-	-0.0794930113080907	6.90966015721118e-05	FALSE	Less accessible
chr9	90965097	90965475	Promoter	LOC105379829	296	Peak_4064	472.852348559536	-	2.6975364029106	0.466139830600994	FALSE	More accessible
chr9	91180897	91181067	Gene_body	LINC02937	32149	Peak_5878	305.484839132987	+	0.0191402499078757	0.000163125997474791	FALSE	More accessible
chr9	92139767	92140150	Promoter	LINC00475	1531	Peak_982	114.787364949007	+	1.18234504494521	0.0164200533563271	TRUE	More accessible
chr9	92142838	92143030	Gene_body	LINC00475	1540	Peak_983	486.092215683311	-	0.859391334749402	0.0253370289971121	FALSE	More accessible
chr9	94800069	94800319	Distal	MIR2278	9893	Peak_2678	451.71509658685	+	0.96969258646187	1.49937093940423e-05	FALSE	More accessible
chr9	96338986	96339214	Distal	ZNF367	79384	Peak_238	120.588170213159	+	0.934748471438418	0.0109960422098764	FALSE	More accessible
chr9	96417905	96418397	Promoter	ZNF367	465	Peak_234	142.473301163409	+	0.317910091292641	0.02647002220671	FALSE	More accessible
chr9	96434707	96435039	Distal	ZNF367	16337	Peak_239	55.3368687047623	+	0.234472628698596	0.000620486061687132	FALSE	More accessible
chr9	97875357	97875765	Distal	PTCSC2	22277	Peak_4872	261.853278765921	-	-1.21269163903856	0.000937127542527223	TRUE	Less accessible
chr9	99086589	99087034	Distal	TGFBR1	17449	Peak_3634	144.029931118712	+	0.98834766916597	0.000392326949727268	FALSE	More accessible
chr9	99122903	99123361	Gene_body	TGFBR1	18865	Peak_3633	420.796379551757	-	1.04821661035346	5.23523585364431e-05	TRUE	More accessible
chr9	102962912	102963092	Distal	CYLC2	32399	Peak_8174	322.354772104882	+	0.130766783633847	0.220475640227566	FALSE	More accessible
chr9	102994512	102994842	Promoter	CYLC2	799	Peak_8172	287.869145080913	+	-0.109538644903456	0.000885870249439352	FALSE	Less accessible
chr9	103010991	103011276	Gene_body	CYLC2	15680	Peak_8173	115.680809086189	-	0.34129777249523	0.0114493007857345	FALSE	More accessible
chr9	104268811	104268973	Promoter	LOC105376194	1417	Peak_8146	111.117140564602	-	0.228686353536084	0.00334444570843297	FALSE	More accessible
chr9	104284271	104284716	Gene_body	LOC105376194	14043	Peak_8149	112.620305921882	-	-0.836095370465824	0.000191071633039401	FALSE	Less accessible
chr9	104292037	104292439	Distal	LOC105376194	21809	Peak_8150	435.328046209179	-	0.0407776154416055	0.0302987829709706	FALSE	More accessible
chr9	104675923	104676175	Distal	OR13D1	18595	Peak_5254	394.417846936267	+	-2.47715411594054	2.31707352461943e-05	TRUE	Less accessible
chr9	104693947	104694363	Promoter	OR13D1	571	Peak_5252	485.444690298755	+	-0.726706968209512	0.48429292681168	FALSE	Less accessible
chr9	108862579	108862951	Gene_body	ACTL7A	313	Peak_8342	109.573299402837	-	-1.81752624307218	1.58390783156231e-05	TRUE	Less accessible
chr9	108900905	108901238	Distal	ACTL7A	38639	Peak_8343	175.630398525391	-	0.031609474667646	3.21848041065718e-05	FALSE	More accessible
chr9	109001163	109001485	Distal	TMEM245	118784	Peak_4687	158.725598093588	-	-1.72299946670785	0.102094497370935	FALSE	Less accessible
chr9	109119578	109119921	Promoter	TMEM245	369	Peak_4683	368.190463294741	-	0.609052112439521	0.000174725068745883	FALSE	More accessible
chr9	109144570	109144741	Distal	TMEM245	24623	Peak_4688	108.440629672259	-	0.529151167347673	0.000385860314132519	FALSE	More accessible
chr9	111562738	111563219	Distal	LRRC37A5P	68551	Peak_6780	222.388994775247	+	-0.340527285044186	0.0629369606806664	FALSE	Less accessible
chr9	111625148	111625515	Gene_body	LRRC37A5P	6141	Peak_6778	484.505291748792	+	-1.85686120852731	0.0183619913648814	TRUE	Less accessible
chr9	111630896	111631278	Promoter	LRRC37A5P	393	Peak_6777	87.3432136373594	-	-2.41643047311725	0.00605668239099905	TRUE	Less accessible
chr9	113056524	113056824	Promoter	ZFP37	235	Peak_4120	261.811807414051	+	-0.0477104337056604	5.18218035065004e-05	FALSE	Less accessible
chr9	113875142	113875551	Promoter	ZNF618	1140	Peak_713	380.746614700183	+	-0.617795409174965	0.000238466611322502	FALSE	Less accessible
chr9	115094929	115095321	Distal	LOC101928748	43480	Peak_30	101.181724353228	+	-0.870115612142652	0.014607598987571	FALSE	Less accessible
chr9	115134289	115134776	Gene_body	LOC101928748	4120	Peak_29	480.837915325537	+	-0.935754957664769	0.00511799658546224	FALSE	Less accessible
chr9	120578848	120579342	Gene_body	CDK5RAP2	1322	Peak_5265	137.368963321205	-	-0.33063517322562	0.0423108710418318	FALSE	Less accessible
chr9	120600641	120600997	Distal	CDK5RAP2	20471	Peak_5267	97.9954540845938	-	-1.38784621686888	0.0499142613717885	TRUE	Less accessible
chr9	120619462	120619934	Distal	CDK5RAP2	39292	Peak_5266	187.358472903725	+	-0.672009542256982	0.0356493754544359	FALSE	Less accessible
chr9	120841241	120841586	Gene_body	PSMD5	1710	Peak_1276	487.666414841078	-	-0.833972076230125	0.00232385347013732	FALSE	Less accessible
chr9	122834920	122835224	Distal	PDCL	6332	Peak_4739	463.777368445881	+	0.196063744161857	0.0148520340823568	FALSE	More accessible
chr9	122924853	122925200	Distal	LOC105379839	16407	Peak_3411	269.781925075222	-	0.645526989788664	0.06728801296358	FALSE	More accessible
chr9	127926531	127926787	Distal	ST6GALNAC4-ST6GALNAC6-AK1	20509	Peak_4639	325.185274274554	+	0.832460156732389	0.0699124168475159	FALSE	More accessible
chr9	128322058	128322288	Promoter	TRUB2	389	Peak_4353	273.698451160453	-	2.1484211507629	0.00998890152461827	TRUE	More accessible
chr9	128532228	128532573	Gene_body	GLE1	27573	Peak_7508	252.118065569084	+	2.76685451256878	0.0159131416644611	TRUE	More accessible
chr9	128784667	128784879	Distal	KYAT1	97827	Peak_7135	471.183245722204	-	-1.28740086629362	6.52146432383358e-05	TRUE	Less accessible
chr9	128794586	128795045	Distal	KYAT1	87908	Peak_7136	397.716905351263	-	0.678656740005359	0.00118910764013866	FALSE	More accessible
chr9	129005851	129006206	Gene_body	NUP188	64373	Peak_5520	168.68774513714	+	0.574500203016765	0.12964889317332	FALSE	More accessible
chr9	129248118	129248579	Distal	LOC105376289	108705	Peak_7482	222.180251020473	+	1.49644743121447	0.0163245418920182	TRUE	More accessible
chr9	129585991	129586195	Distal	C9orf50	35110	Peak_5489	265.730330906808	+	-0.309012340444919	0.000127941082414907	FALSE	Less accessible
chr9	129620828	129621309	Promoter	C9orf50	273	Peak_5486	109.746978722978	+	0.679723710833744	3.17106309933162e-05	FALSE	More accessible
chr9	130698291	130698478	Gene_body	EXOSC2	4570	Peak_7767	439.937390759587	-	1.38906882201047	6.86294720947992e-05	TRUE	More accessible
chr9	132160423	132160843	Promoter	NTNG2	1635	Peak_5069	356.910401745699	+	-1.91253393734409	0.00894304137984291	TRUE	Less accessible
chr9	132189543	132189808	Gene_body	NTNG2	27485	Peak_5072	441.166704671923	+	-0.988759240853297	0.0279992583929561	FALSE	Less accessible
chr9	132379900	132380303	Gene_body	TTF1	26951	Peak_3378	467.714538006112	+	0.416997169329828	0.0112447644889692	FALSE	More accessible
chr9	132435717	132436103	Distal	TTF1	28866	Peak_3380	153.197058208752	+	0.57006733868361	3.30189284900641e-05	FALSE	More accessible
chr9	134640775	134641273	Promoter	COL5A1	1028	Peak_6257	406.094310374465	-	0.504518300773213	8.37601167547423e-05	FALSE	More accessible
chr9	134892993	134893490	Distal	COL5A1	251190	Peak_6261	492.079164052848	+	-1.56995259689753	1.00282499805323e-05	TRUE	Less accessible
chr9	135496206	135496535	Distal	OBP2A	49920	Peak_4539	183.145228703506	-	0.275975835704218	0.00676761419866265	FALSE	More accessible
chr9	135545370	135545616	Promoter	OBP2A	756	Peak_4536	196.452297735959	-	0.835920352953698	0.163837350790258	FALSE	More accessible
chr9	135548488	135548744	Gene_body	OBP2A	2362	Peak_4537	111.67521396419	-	1.58303762759235	0.000661805342842751	TRUE	More accessible
chr9	135982184	135982434	Distal	NACC2	113105	Peak_7009	408.926452987362	+	-1.53858130887199	0.0939370745312761	FALSE	Less accessible
chr9	136018337	136018615	Gene_body	NACC2	76952	Peak_7007	427.660563762765	-	1.73318072357388	0.0206522028660168	TRUE	More accessible
chr9	136658497	136658840	Promoter	EGFL7	359	Peak_6148	130.758154508658	-	-0.419399360082158	0.0814896950067666	FALSE	Less accessible
chr9	136664456	136664610	Gene_body	EGFL7	5600	Peak_6149	72.9513189871796	-	1.13104843680305	0.0329904808052213	TRUE	More accessible
chr9	136726531	136726721	Gene_body	LOC124900276	1653	Peak_3629	217.804620857351	+	0.91362782743128	0.0129637410393916	FALSE	More accessible
chr9	136735152	136735534	Distal	LOC124900276	6968	Peak_3631	82.7965829055756	+	0.176305848229681	0.0286541637820192	FALSE	More accessible
chr9	136970887	136971129	Gene_body	LINC02692	1644	Peak_5707	71.0378445917741	+	2.12196562120028	0.00035050689846502	TRUE	More accessible
chr9	137301424	137301686	Gene_body	NRARP	847	Peak_7090	86.8380006053485	-	-1.67632250267378	1.03990954020496e-05	TRUE	Less accessible
chr9	137301815	137302179	Promoter	NRARP	456	Peak_7089	471.344586985651	-	-0.705964156091372	0.0524090383330043	FALSE	Less accessible
chr9	137550046	137550469	Promoter	MRPL41	1833	Peak_3120	352.097834076267	+	0.649155332389577	0.00222306067663836	FALSE	More accessible
chr9	137877134	137877552	Promoter	CACNA1B	648	Peak_134	82.6541265938431	-	-0.498169936879746	0.00747685963325324	FALSE	Less accessible
chr10	5586012	5586238	Distal	LINC02678	24866	Peak_5261	76.2163315783255	+	0.0499523694798798	0.0267742802828783	FALSE	More accessible
chr10	5610462	5610886	Promoter	LINC02678	416	Peak_5259	400.11918656528	-	-1.41625926838029	0.0120053377224132	TRUE	Less accessible
chr10	8053211	8053389	Promoter	GATA3-AS1	273	Peak_870	76.3552672811784	-	-0.0787676666231321	0.000155310857564933	FALSE	Less accessible
chr10	11741264	11741510	Promoter	ECHDC3	1102	Peak_7021	274.003952567	-	2.66661494921577	0.000437026596052924	TRUE	More accessible
chr10	12167006	12167409	Distal	CDC123	28959	Peak_3403	447.667730879039	+	-0.27626411254443	0.0552776686890982	FALSE	Less accessible
chr10	12194097	12194366	Promoter	CDC123	1868	Peak_3399	422.433657664806	+	1.75011684594286	0.0128800454469398	TRUE	More accessible
chr10	12274293	12274702	Distal	CDC123	78328	Peak_3402	176.222941873129	-	0.736711833831444	0.0211071045355639	FALSE	More accessible
chr10	12725147	12725613	Promoter	MIR548Q	206	Peak_3289	429.973930062261	-	1.07058638590253	0.000432148905270096	TRUE	More accessible
chr10	15235743	15236000	Promoter	LOC105376433	1749	Peak_3436	381.177731289063	-	2.50823798073004	0.0170714420908131	TRUE	More accessible
chr10	15242492	15242929	Distal	LOC105376433	5000	Peak_3440	91.1754914326593	-	1.53124772497535	0.00678367211231962	TRUE	More accessible
chr10	16519673	16519849	Gene_body	C1QL3	2206	Peak_1462	100.497521646321	-	-0.189529759237477	0.000855027083699627	FALSE	Less accessible
chr10	16552841	16553106	Distal	C1QL3	30962	Peak_1464	136.374515574425	-	-0.660178339342725	5.98840817997592e-05	FALSE	Less accessible
chr10	16789953	16790353	Distal	LOC105376435	27746	Peak_7940	122.888348845299	+	-1.84373066976311	0.0754991527157688	FALSE	Less accessible
chr10	27584408	27584830	Distal	RAB18	80234	Peak_7031	247.107052570209	-	0.396388426567185	0.0154901319137774	FALSE	More accessible
chr10	34975927	34976298	Distal	CUL2	151093	Peak_848	100.546783138998	-	1.04746080667455	0.032224693047558	TRUE	More accessible
chr10	42210662	42210821	Distal	LOC441666	157331	Peak_4190	108.45089572249	-	0.120983288140288	0.00698010388524271	FALSE	More accessible
chr10	42310214	42310462	Gene_body	LOC441666	57779	Peak_4188	294.3223490729	+	-1.10855972149187	0.0172402107759379	TRUE	Less accessible
chr10	42367779	42368083	Promoter	LOC441666	214	Peak_4187	366.110248852056	+	-0.854515374527728	0.0108604570328724	FALSE	Less accessible
chr10	42492487	42492926	Distal	ZNF37BP	60345	Peak_3882	498.362637439277	+	-1.59693874006583	0.289094807164458	FALSE	Less accessible
chr10	42741964	42742209	Distal	BMS1	40831	Peak_8290	277.023865212686	-	0.670642206240121	0.0689476462444944	FALSE	More accessible
chr10	42781883	42782036	Promoter	BMS1	912	Peak_8284	224.361980997492	+	-0.986510676233976	0.0216717149561986	FALSE	Less accessible
chr10	42782006	42782232	Promoter	BMS1	789	Peak_8285	482.619878393598	+	-0.281822350563309	0.0212326720099199	FALSE	Less accessible
chr10	44257629	44257818	Distal	LOC124902544	52591	Peak_5132	115.382484160364	-	0.680601257031628	0.0437265561803244	FALSE	More accessible
chr10	44322892	44323386	Distal	LOC124902544	12672	Peak_5131	287.372843793128	+	-0.11733240362054	0.0455816953734262	FALSE	Less accessible
chr10	44959364	44959562	Promoter	TMEM72-AS1	360	Peak_2079	145.501594454981	+	-1.3613915977138	0.000182860067991207	TRUE	Less accessible
chr10	48939612	48939839	Promoter	LRRC18	228	Peak_5415	499.52625996666	-	1.60512058034651	0.0158110549190547	TRUE	More accessible
chr10	48992689	48992990	Promoter	LOC105378298	357	Peak_7842	258.368620602414	+	-0.934950562884998	0.0838385068271867	FALSE	Less accessible
chr10	49608005	49608396	Promoter	CHAT	1090	Peak_7096	384.969557391014	+	-1.21275702407478	0.0193298803367186	TRUE	Less accessible
chr10	49715636	49715816	Distal	CHAT	106541	Peak_7100	391.719751700293	+	-0.784096774208672	0.00467968242077623	FALSE	Less accessible
chr10	50989782	50990217	Promoter	PRKG1	1106	Peak_7735	118.339040409774	-	2.07640513593739	0.0824395700044621	FALSE	More accessible
chr10	52316309	52316603	Distal	PRKG1	1325421	Peak_7738	308.424593543168	+	0.944053399396543	1.69359636698946e-05	FALSE	More accessible
chr10	52341797	52342022	Distal	PRKG1	1350909	Peak_7737	99.540441785939	-	1.74844313902712	0.0971082924650177	FALSE	More accessible
chr10	64801934	64802313	Distal	ANXA2P3	23638	Peak_1139	219.981425942387	-	-0.0208442800060483	0.00876327039008029	FALSE	Less accessible
chr10	68332758	68333170	Promoter	PBLD	291	Peak_951	299.458336771932	-	2.05993800655584	0.000294156360106164	TRUE	More accessible
chr10	68349131	68349385	Distal	PBLD	16082	Peak_953	239.210414444096	+	0.0527779448467058	4.67498530598228e-05	FALSE	More accessible
chr10	68357636	68358107	Distal	PBLD	24587	Peak_954	309.351513849106	-	0.406883630292584	0.725913015535397	FALSE	More accessible
chr10	69408881	69409216	Gene_body	TACR2	8037	Peak_3501	302.174310293049	-	-0.373268435846941	0.000144100823941148	FALSE	Less accessible
chr10	69414684	69415097	Gene_body	TACR2	2234	Peak_3502	458.134647132829	-	0.658954861784364	0.000537115581059555	FALSE	More accessible
chr10	69416521	69416883	Promoter	TACR2	397	Peak_3500	161.769344785716	+	-0.435803339083707	0.00200409595518653	FALSE	Less accessible
chr10	69801557	69801797	Promoter	COL13A1	323	Peak_7192	75.1115419436246	-	0.50494623650052	0.57492193335196	FALSE	More accessible
chr10	69828707	69829016	Gene_body	COL13A1	26827	Peak_7194	306.399614061229	+	-0.292412306045818	3.37284211650106e-05	FALSE	Less accessible
chr10	70019282	70019509	Promoter	LINC02636	214	Peak_2920	463.130860833917	+	-0.650356081369778	1.57025750413395e-05	FALSE	Less accessible
chr10	70217989	70218232	Gene_body	PPA1	15922	Peak_7434	371.848718216643	+	-1.23347656372008	0.138604470508433	FALSE	Less accessible
chr10	70242706	70243000	Distal	PPA1	8795	Peak_7437	347.405211336445	-	-0.410629823763697	0.0405734361065165	FALSE	Less accessible
chr10	71188491	71188716	Distal	UNC5B	24079	Peak_3471	308.127664937638	-	-0.217203021535936	0.065092010839656	FALSE	Less accessible
chr10	71211729	71212063	Promoter	UNC5B	841	Peak_3466	84.8403935902752	+	-1.8287022678954	0.0189446666425094	TRUE	Less accessible
chr10	71211950	71212152	Promoter	UNC5B	620	Peak_3467	325.83754559746	+	-2.4295871456003	0.0171903126670513	TRUE	Less accessible
chr10	71755529	71755964	Gene_body	VSIR	17991	Peak_6279	450.692625099327	+	-0.282004364263185	7.28885456170735e-05	FALSE	Less accessible
chr10	71773064	71773378	Promoter	VSIR	456	Peak_6276	118.812323838938	-	0.13930448176699	0.0115774827502268	FALSE	More accessible
chr10	71812772	71813105	Distal	VSIR	39252	Peak_6281	432.657590508461	-	-0.984395852322219	0.655207099897972	FALSE	Less accessible
chr10	72189759	72189968	Distal	LOC124902572	8901	Peak_5396	472.099721757695	-	-1.62833282207627	0.0403742305900436	TRUE	Less accessible
chr10	72191458	72191928	Distal	ANAPC16	24542	Peak_2269	60.5856578564271	-	0.573081541907042	4.04045204291149e-05	FALSE	More accessible
chr10	72214071	72214460	Promoter	ANAPC16	1929	Peak_2266	71.5694286627695	-	-1.00979040814244	0.000159884205968437	TRUE	Less accessible
chr10	72219001	72219352	Gene_body	ANAPC16	3001	Peak_2268	462.042032962199	-	-0.792345349867447	1.78028806301431e-05	FALSE	Less accessible
chr10	72360571	72361042	Distal	MICU1	265560	Peak_5902	317.538285686169	-	-0.883380072984939	0.162755820305983	FALSE	Less accessible
chr10	73424068	73424294	Distal	PPP3CB	71956	Peak_6221	65.1286088279448	+	0.578109153660331	0.0182383600766305	FALSE	More accessible
chr10	73441646	73442033	Gene_body	PPP3CB	54378	Peak_6219	309.057364996988	+	0.621125332322421	0.0285012593648396	FALSE	More accessible
chr10	73734189	73734426	Gene_body	GLUD1P3	3627	Peak_2351	273.69064069353	-	0.669192753023868	0.0354793089400081	FALSE	More accessible
chr10	73750759	73751244	Distal	ZSWIM8	34847	Peak_2072	273.081013455521	+	0.629251360660616	0.0277055994574912	FALSE	More accessible
chr10	73767155	73767424	Distal	GLUD1P3	36593	Peak_2352	294.929394370411	-	0.3047979565648	0.000642533711638541	FALSE	More accessible
chr10	73794610	73794983	Gene_body	ZSWIM8	9004	Peak_2070	434.290557808708	+	2.62689788458308	0.0189288161402568	TRUE	More accessible
chr10	79346594	79346769	Promoter	PPIF	875	Peak_1967	366.781836585142	+	1.04525370764157	0.0141209165113512	TRUE	More accessible
chr10	79354090	79354569	Gene_body	PPIF	6621	Peak_1969	488.141963270027	+	0.443393449002653	0.0109260029588826	FALSE	More accessible
chr10	80289265	80289629	Promoter	MAT1A	393	Peak_2698	72.1580904559232	-	1.18329139088836	0.00168611003379337	TRUE	More accessible
chr10	80289336	80289604	Promoter	MAT1A	322	Peak_2699	329.600319184829	-	1.17076300235278	0.00151524923127145	TRUE	More accessible
chr10	84137671	84137892	Promoter	GHITM	1811	Peak_6364	75.5534400697798	+	1.18572111621537	0.00268198771984316	TRUE	More accessible
chr10	84376336	84376729	Gene_body	CCSER2	47750	Peak_5101	312.148328311741	-	0.0845608749093056	0.0106870525927048	FALSE	More accessible
chr10	85576980	85577384	Promoter	GRID1-AS1	751	Peak_4627	370.393487915862	+	-0.710923359257697	0.00222320103109814	FALSE	Less accessible
chr10	87153961	87154390	Distal	NUTM2A-AS1	188651	Peak_8413	141.781678376719	-	-0.192277722315956	0.0678414495270234	FALSE	Less accessible
chr10	87222188	87222660	Gene_body	NUTM2A-AS1	120424	Peak_8411	260.169458563905	-	-1.46976703104252	0.00860466423481703	TRUE	Less accessible
chr10	87344762	87344963	Distal	NUTM2A-AS1	2150	Peak_8414	466.465255466756	-	-2.32109830384284	0.0299202796629397	TRUE	Less accessible
chr10	87383083	87383298	Distal	LINC00863	41398	Peak_6965	426.67106364388	+	-1.78792132384121	0.000314991296657555	TRUE	Less accessible
chr10	89644172	89644630	Promoter	PANK1-AS1	1100	Peak_7001	209.133832040243	+	0.783975686364812	0.0039728280167561	FALSE	More accessible
chr10	89650204	89650429	Gene_body	PANK1-AS1	4932	Peak_7002	283.721557061654	+	0.713196879489965	0.0291715775229037	FALSE	More accessible
chr10	89674432	89674647	Distal	PANK1-AS1	29160	Peak_7003	168.514063826296	+	-0.663958214663651	0.0568771778559312	FALSE	Less accessible
chr10	89681307	89681699	Distal	PANK1-AS1	36035	Peak_7004	407.308056787588	-	0.950926347754275	0.0547153714844259	FALSE	More accessible
chr10	89700524	89700748	Promoter	KIF20B	1066	Peak_4818	394.08822869882	+	-1.2280090938971	0.00297147166817449	TRUE	Less accessible
chr10	89782788	89782958	Distal	KIF20B	81198	Peak_4821	301.783280994277	+	0.463597325545232	0.0186205378522165	FALSE	More accessible
chr10	89851677	89852058	Promoter	LINC01374	1918	Peak_8264	445.146104879677	+	0.577987675503578	0.00233385363197885	FALSE	More accessible
chr10	92472632	92473051	Distal	LOC124902484	49246	Peak_6547	493.346969550476	-	-0.210851812145242	0.0386480813484872	FALSE	Less accessible
chr10	92572781	92573172	Promoter	KIF11	1324	Peak_5108	411.500962509308	-	-1.08401091148405	0.00778411648715846	TRUE	Less accessible
chr10	92691165	92691384	Distal	KIF11	117060	Peak_5111	405.436554248445	+	-0.548872711336153	0.0124625467245467	FALSE	Less accessible
chr10	92695462	92695642	Distal	KIF11	121357	Peak_5112	211.093957908452	-	-0.273191080704187	0.0376671037069289	FALSE	Less accessible
chr10	93059695	93059850	Promoter	CYP26C1	1103	Peak_5011	275.009919563308	-	1.71026415827736	0.0295730227665897	TRUE	More accessible
chr10	93061644	93062002	Gene_body	CYP26C1	846	Peak_5013	53.3385636867024	-	1.27291140164895	0.727849723493094	FALSE	More accessible
chr10	93064581	93064793	Gene_body	CYP26C1	3783	Peak_5012	460.571441461798	+	-0.480978914436586	0.30744616562401	FALSE	Less accessible
chr10	94507712	94508096	Distal	HELLS	37617	Peak_5135	356.773528619669	+	-0.235734497900727	0.0306859447923955	FALSE	Less accessible
chr10	95693786	95694195	Promoter	TCTN3	357	Peak_2039	355.515347118489	-	-3.25048950338537	0.0227943810633396	TRUE	Less accessible
chr10	95730131	95730548	Distal	TCTN3	35988	Peak_2041	400.740300887264	+	-0.660171992596426	0.00027299350090662	FALSE	Less accessible
chr10	97380197	97380597	Gene_body	RRP12	45879	Peak_3515	212.226843787357	+	-1.52989519955488	0.0204463349065743	TRUE	Less accessible
chr10	97425715	97426068	Promoter	RRP12	361	Peak_3513	400.019527517725	-	-2.02719226933231	0.010502041240735	TRUE	Less accessible
chr10	97425745	97425897	Promoter	RRP12	331	Peak_3514	205.403915094212	+	-2.02034413312017	0.00648133338009939	TRUE	Less accessible
chr10	97849523	97849945	Promoter	GOLGA7B	320	Peak_3901	61.9741146685556	+	-1.79450956171242	0.164480695809815	FALSE	Less accessible
chr10	97863855	97864262	Gene_body	GOLGA7B	14012	Peak_3903	430.827058188152	-	0.0976062376922155	0.000217798036591065	FALSE	More accessible
chr10	98116699	98117066	Distal	R3HCC1L	17925	Peak_3733	375.62926185783	-	-1.90246740436219	0.0311856570784965	TRUE	Less accessible
chr10	98145700	98145976	Gene_body	R3HCC1L	11076	Peak_3730	278.687079448719	+	1.74733040207095	0.000109167906926581	TRUE	More accessible
chr10	101353777	101354059	Promoter	BTRC	256	Peak_6327	161.526269593742	+	0.714629666089694	3.63640139069328e-05	FALSE	More accessible
chr10	101573359	101573681	Distal	BTRC	219326	Peak_6331	244.952732988168	-	-1.90745718650255	2.53796501134408e-05	TRUE	Less accessible
chr10	101622387	101622605	Gene_body	FBXW4	72908	Peak_1680	52.0506880362518	+	0.752435254228182	0.00212518114326522	FALSE	More accessible
chr10	101694848	101695138	Promoter	FBXW4	447	Peak_1679	67.2475202125497	+	0.675942700539944	0.00502389785549603	FALSE	More accessible
chr10	101744044	101744399	Distal	FBXW4	48749	Peak_1682	265.906306135003	-	1.41784298659812	0.00948535555596463	TRUE	More accessible
chr10	102131149	102131321	Promoter	PPRC1	1845	Peak_1382	367.872255761176	-	-0.479151181227906	0.0190508562878684	FALSE	Less accessible
chr10	102916959	102917457	Promoter	CNNM2	1335	Peak_8749	152.021504985169	-	-1.44561484389784	0.00325269186309035	TRUE	Less accessible
chr10	103276327	103276572	Promoter	INA	811	Peak_6868	63.4089849074371	-	-1.59567348025852	0.0694682910357874	FALSE	Less accessible
chr10	103322223	103322614	Distal	INA	45085	Peak_6871	81.7179609439336	-	-1.55109301671099	0.000387196578936749	TRUE	Less accessible
chr10	112447307	112447804	Promoter	ZDHHC6	265	Peak_5349	321.517372620292	-	0.550309613196723	0.00106620799424935	FALSE	More accessible
chr10	112812308	112812769	Distal	LOC103344931	11182	Peak_3018	119.243347703014	-	1.05664349114351	0.000246978889553098	TRUE	More accessible
chr10	112822956	112823398	Promoter	LOC103344931	534	Peak_3015	212.286747363396	+	1.94186107318548	0.670459560892404	FALSE	More accessible
chr10	114344216	114344668	Gene_body	AFAP1L2	60540	Peak_1818	319.942148774862	+	1.61223133639199	0.0184639379598133	TRUE	More accessible
