gene_id	gene_name	gene_description	chr	start	end	strand	baseMean	log2FoldChange	padj	significant	direction
100129075	KTN1-AS1	KTN1 antisense RNA 1	chr14	55496786	55580888	-	6736.80941485101	-0.833557511072403	0.00218263368779059	FALSE	Down
101926893	LIX1-AS1	LIX1 and RIOK2 antisense RNA 1	chr5	97089075	97437217	+	4842.89240795886	-1.74654185055994	7.05290201505417e-06	TRUE	Down
6513	SLC2A1	solute carrier family 2 member 1	chr1	42925353	42958893	-	5750.59089401737	0.171783973040164	5.00736356047118e-05	FALSE	Up
145773	FAM81A	family with sequence similarity 81 member A	chr15	59372693	59523555	+	9859.43561042193	2.9949752598252	8.77063894908838e-06	TRUE	Up
1288	COL4A6	collagen type IV alpha 6 chain	chrX	108155607	108439497	-	79.8910838924348	1.20557321703818	0.000513650357598116	TRUE	Up
101929680	SCN1A-AS1	SCN1A and SCN9A antisense RNA 1	chr2	165957401	166390771	+	7775.61984565575	-0.095821425987384	0.00547486864373716	FALSE	Down
10488	CREB3	cAMP responsive element binding protein 3	chr9	35732598	35736999	+	7137.4846102437	1.49755490514833	0.579794867442867	FALSE	Up
282775	OR5J2	olfactory receptor family 5 subfamily J member 2	chr11	56176618	56177556	+	6999.67587208375	-0.771776540543884	0.493342907642694	FALSE	Down
400709	SIGLEC16	sialic acid binding Ig like lectin 16	chr19	49969600	49975819	+	3642.81023698393	0.564395659773183	6.95291307013917e-06	FALSE	Up
10908	PNPLA6	patatin like phospholipase domain containing 6	chr19	7533595	7561764	+	7390.94467933755	-1.48191690184889	1.66758542123847e-06	TRUE	Down
9315	NREP	neuronal regeneration related protein	chr5	111662621	111997464	-	6179.91642504465	0.0223035970051322	0.0818735884785517	FALSE	Up
57469	PNMA8B	PNMA family member 8B	chr19	46491191	46495867	-	9015.05458701402	1.73111314651452	0.435865237941647	FALSE	Up
105377742	LOC105377742	uncharacterized LOC105377742	chr5	174820027	174826324	+	4773.94342429238	1.046421057092	1.53294258992046e-05	TRUE	Up
3636	INPPL1	inositol polyphosphate phosphatase like 1	chr11	72223701	72239147	+	9543.70036343346	0.447411393615359	6.72620403334919e-06	FALSE	Up
116844	LRG1	leucine rich alpha-2-glycoprotein 1	chr19	4536402	4540036	-	5279.04715963872	0.00626321587295323	0.0219038420246855	FALSE	Up
26112	CCDC69	coiled-coil domain containing 69	chr5	151181052	151224093	-	8327.15685911942	-0.171159132507566	0.0134474364074157	FALSE	Down
100616236	MIR4669	microRNA 4669	chr9	134379411	134379472	+	672.18484445475	2.59665526788197	0.0134690285731727	TRUE	Up
25957	PNISR	PNN interacting serine and arginine rich protein	chr6	99397629	99425331	-	9018.93135058694	-0.16760810683677	0.00363023000112346	FALSE	Down
117531	TMC1	transmembrane channel like 1	chr9	72521608	72838297	+	1001.64470915217	0.738524475725203	0.0288802666954741	FALSE	Up
582	BBS1	Bardet-Biedl syndrome 1	chr11	66509079	66533613	+	8498.14651498338	0.572244308520774	1.19941971964332e-06	FALSE	Up
112267899	LOC112267899	uncharacterized LOC112267899	chr14	39432599	39513780	+	1798.21523116203	-4.02980186804495	0.000587188475381481	TRUE	Down
124900317	LOC124900317	uncharacterized LOC124900317	chr12	4110028	4118132	-	9199.36076539801	2.26519354711179	0.000489980873664153	TRUE	Up
152065	C3orf22	chromosome 3 open reading frame 22	chr3	126526999	126558965	-	3756.98734902311	1.81793486175248	0.000994860504027609	TRUE	Up
548313	SSX4B	SSX family member 4B	chrX	48402082	48411960	-	8765.29734950047	1.17096970306671	9.00068145975945e-05	TRUE	Up
100616138	MIR4787	microRNA 4787	chr3	50675080	50675163	+	7565.15813158592	-0.750153042429637	0.0384283407232368	FALSE	Down
105377369	LOC105377369	uncharacterized LOC105377369	chr4	111847565	111948916	+	558.184274155647	0.429316553898268	1.97869428583269e-06	FALSE	Up
51193	ZNF639	zinc finger protein 639	chr3	179323031	179338583	+	3443.97198223509	-0.265760390001025	0.0203709828969413	FALSE	Down
55201	MAP1S	microtubule associated protein 1S	chr19	17719242	17734513	+	2269.11513246829	0.616465721476738	0.0237781803212647	FALSE	Up
4205	MEF2A	myocyte enhancer factor 2A	chr15	99565417	99716488	+	7201.52717331657	0.0541072876803789	0.000100118068407296	FALSE	Up
727957	MROH1	maestro heat like repeat family member 1	chr8	144148016	144261927	+	4060.89909559349	0.0371276244038766	0.00228548487275857	FALSE	Up
221692	PHACTR1	phosphatase and actin regulator 1	chr6	12716312	13290446	+	2161.01653861813	-0.22766801643262	0.000178232605091428	FALSE	Down
64598	MOSPD3	motile sperm domain containing 3	chr7	100612102	100615384	+	4923.40141919674	-2.01830681099174	7.30247694297899e-06	TRUE	Down
53335	BCL11A	BCL11 transcription factor A	chr2	60450520	60554467	-	9369.36155724572	0.181700021423557	0.254656534550574	FALSE	Up
107984198	LOC107984198	uncharacterized LOC107984198	chr10	5035357	5097537	+	9752.23392304266	-0.948287568703581	9.11307781530987e-05	FALSE	Down
100507527	LINC03103	long intergenic non-protein coding RNA 3103	chr19	31588159	31593786	+	4964.16810752591	-0.781997268353141	0.0281686324914222	FALSE	Down
100302131	MIR302F	microRNA 302f	chr18	30298910	30298960	+	6520.22960840026	2.33992586885057	0.0600317487451042	FALSE	Up
2181	ACSL3	acyl-CoA synthetase long chain family member 3	chr2	222860942	222944639	+	3820.53772349376	-0.0808757040645452	0.713430787149361	FALSE	Down
1455	CSNK1G2	casein kinase 1 gamma 2	chr19	1941172	1981338	+	8570.62927813968	0.206575205248456	0.0314729537975146	FALSE	Up
100616275	MIR4508	microRNA 4508	chr15	23562062	23562131	-	8547.80493855244	-1.01347571886143	0.00145383448920471	TRUE	Down
5792	PTPRF	protein tyrosine phosphatase receptor type F	chr1	43525187	43623666	+	3937.20442994265	0.00372758041705912	0.0366391454038181	FALSE	Up
100302192	MIR548F1	microRNA 548f-1	chr10	54607874	54607957	-	3020.11644932441	-1.71548603146761	0.00180989634104362	TRUE	Down
105373953	LOC105373953	uncharacterized LOC105373953	chr2	237257091	237257676	+	5747.35178804491	0.517767656865059	4.83334503791301e-05	FALSE	Up
107985502	LOC107985502	uncharacterized LOC107985502	chr21	42009494	42055130	+	6713.80941972137	0.07199317963085	2.92018048438455e-06	FALSE	Up
105377957	LINC02518	long intergenic non-protein coding RNA 2518	chr6	113428540	113433555	-	4295.30255147023	-0.742551878968686	0.00632002234686931	FALSE	Down
441478	NRARP	NOTCH regulated ankyrin repeat protein	chr9	137299631	137302271	-	416.807104083709	0.302582572113952	0.00789866980348728	FALSE	Up
387715	ARMS2	age-related maculopathy susceptibility 2	chr10	122454653	122457352	+	4383.4759793058	0.453325059315469	6.22793356491336e-06	FALSE	Up
100313938	MIR548G	microRNA 548g	chr4	147344629	147344717	-	1753.01375849871	0.590734713789467	0.00912151033145036	FALSE	Up
692210	SNORD93	small nucleolar RNA, C/D box 93	chr7	22856613	22856686	+	9632.65021439875	0.752628326369402	3.21265713814827e-05	FALSE	Up
124903716	LOC124903716	uncharacterized LOC124903716	chr16	73232762	73233970	+	213.141370113008	-0.811406491549698	4.7570900263618e-06	FALSE	Down
1289	COL5A1	collagen type V alpha 1 chain	chr9	134641803	134844843	+	6215.2941593132	0.498461584006761	0.111290394715861	FALSE	Up
8503	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	chr1	46040140	46133036	-	2926.45310369553	0.872782712704878	1.4568160080379e-06	FALSE	Up
767811	H2BW4P	H2B.W histone 4, pseudogene	chrX	103975874	103976761	+	6428.753072978	1.23385803379608	0.000130781173694385	TRUE	Up
84307	ZNF397	zinc finger protein 397	chr18	35241030	35267133	+	6316.46803715266	-1.84523691192747	0.010513673050434	TRUE	Down
101954269	RNVU1-17	RNA, variant U1 small nuclear 17	chr1	143699456	143699619	-	4837.97331078444	-3.45744736591248	0.00339418806505964	TRUE	Down
100500885	MIR3925	microRNA 3925	chr6	36622436	36622512	-	3783.45067674294	-0.385336150902907	0.00430993707376851	FALSE	Down
646762	LOC646762	uncharacterized LOC646762	chr7	29598795	29685255	-	2753.17679268774	-0.603173497191416	0.00298149093562402	FALSE	Down
84547	PGBD1	piggyBac transposable element derived 1	chr6	28281572	28302549	+	2298.65531755611	1.0906046967374	0.361091758158037	FALSE	Up
105369750	LOC105369750	uncharacterized LOC105369750	chr12	48011304	48025469	+	4203.37173158536	-1.7371423154451	0.000743524396266142	TRUE	Down
109616966	SNORA31B	small nucleolar RNA, H/ACA box 31B	chr13	45336314	45336447	-	8263.13687896822	1.1296723348724	0.965357556669526	FALSE	Up
388931	MFSD2B	MFSD2 lysolipid transporter B, sphingolipid	chr2	24010081	24026775	+	1131.88562858617	-2.00708957917488	2.2572170269463e-05	TRUE	Down
29899	GPSM2	G protein signaling modulator 2	chr1	108875350	108934545	+	2047.18180358177	-2.3379029468475	0.595184588043527	FALSE	Down
53947	A4GALT	alpha 1,4-galactosyltransferase (P1PK blood group)	chr22	42692121	42721298	-	4927.18396669952	1.76597102454841	0.000255922752743958	TRUE	Up
8019	BRD3	bromodomain containing 3	chr9	134030305	134068535	-	7660.22386292694	-1.6230456238151	0.667261839192048	FALSE	Down
105376388	LINC02642	long intergenic non-protein coding RNA 2642	chr10	7444298	7472040	-	2261.89127008431	-2.90397797667197	0.0106930017551375	TRUE	Down
58493	INIP	INTS3 and NABP interacting protein	chr9	112683926	112718149	-	7156.84315402992	-0.481169826032112	2.8653552221734e-06	FALSE	Down
222950	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1	chr7	100483927	100494802	+	8829.14602834033	1.6245816038706	0.00131910296643924	TRUE	Up
105375541	LOC105375541	uncharacterized LOC105375541	chr7	142813393	142853827	+	1831.51222447865	1.50264056302418	0.00557250266917823	TRUE	Up
9088	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	chr16	2968102	2980479	-	9345.65056875115	-2.27639151682115	0.0120274206172414	TRUE	Down
23412	COMMD3	COMM domain containing 3	chr10	22316386	22326521	+	5741.95776102599	-3.21500834743635	1.52608710235905e-05	TRUE	Down
113452	TMEM54	transmembrane protein 54	chr1	32894594	32901438	-	1218.00583411707	0.516748043767567	0.942818215325215	FALSE	Up
153364	MBLAC2	metallo-beta-lactamase domain containing 2	chr5	90458209	90474771	-	1623.39606397087	-1.91742079682088	0.462636363203578	FALSE	Down
105373030	LOC105373030	uncharacterized LOC105373030	chr22	38416565	38423933	-	987.472494167741	-1.21046779460362	0.000260996606943836	TRUE	Down
105377512	LINC02477	long intergenic non-protein coding RNA 2477	chr4	160539254	160586817	+	8384.8341783532	2.00186257581337	1.87791742129126e-06	TRUE	Up
3430	IFI35	interferon induced protein 35	chr17	43006740	43014456	+	3145.21972500486	-0.266050886029861	0.0302713720055143	FALSE	Down
102724467	LOC102724467	uncharacterized LOC102724467	chr16	87773304	87779374	-	8262.62641050387	1.8243503107119	0.000515175167555854	TRUE	Up
100302127	MIR1470	microRNA 1470	chr19	15449548	15449608	+	4767.23049091641	2.20165939171405	0.721141288462208	FALSE	Up
3762	KCNJ5	potassium inwardly rectifying channel subfamily J member 5	chr11	128891356	128921163	+	3396.04754047235	0.199316494437042	0.961244354675863	FALSE	Up
10051	SMC4	structural maintenance of chromosomes 4	chr3	160399274	160434954	+	5514.06090565724	-0.431208388104486	1.70605954419628e-06	FALSE	Down
440119	FZD10-AS1	FZD10 antisense divergent transcript	chr12	130144315	130162256	-	9847.02385850484	0.145185019767794	0.10806141726638	FALSE	Up
105369203	LOC105369203	uncharacterized LOC105369203	chr15	94028465	94070898	-	7877.57553359028	1.8444193767825	1.89758407027713e-05	TRUE	Up
100009676	ZBTB11-AS1	ZBTB11 antisense RNA 1	chr3	101676424	101679217	+	5691.21745059732	-2.12297599614604	6.91766969061018e-05	TRUE	Down
7993	UBXN8	UBX domain protein 8	chr8	30729131	30767006	+	1556.41917946981	-1.50955428345716	0.0095943709491851	TRUE	Down
728137	TSPY3	testis specific protein Y-linked 3	chrY	9398421	9401223	+	7091.52198682306	-0.135927446237776	0.78328084251711	FALSE	Down
105375826	LOC105375826	uncharacterized LOC105375826	chr8	49086301	49229174	+	5977.36988429679	-0.719697806696352	0.264085119360012	FALSE	Down
105374421	LOC105374421	uncharacterized LOC105374421	chr4	41688858	41692797	-	6476.57323881518	-0.224225573826356	0.0099104569366742	FALSE	Down
5119	CHMP1A	charged multivesicular body protein 1A	chr16	89644237	89657738	-	2621.8842148059	-0.146632282306171	0.697190643950617	FALSE	Down
574465	MIR515-2	microRNA 515-2	chr19	53685009	53685091	+	7995.65938873449	1.3099037776637	3.43293789002468e-06	TRUE	Up
81248	OR52P1	olfactory receptor family 52 subfamily P member 1 (gene/pseudogene)	chr11	5726502	5727464	+	2742.18867661897	0.872259008873278	1.78889003108509e-06	FALSE	Up
4010	LMX1B	LIM homeobox transcription factor 1 beta	chr9	126613928	126701032	+	556.997013508808	0.373345940085144	0.00621043884001431	FALSE	Up
26782	SNORA66	small nucleolar RNA, H/ACA box 66	chr1	92840719	92840851	+	7088.25330836466	-0.611981143256084	8.37834561952344e-06	FALSE	Down
1840	DTX1	deltex E3 ubiquitin ligase 1	chr12	113056730	113098028	+	6452.16859944863	-1.44781062237757	0.00882057293193194	TRUE	Down
100287329	LOC100287329	uncharacterized LOC100287329	chr6	31560244	31572700	-	5498.30529269064	-2.88934010021651	0.000250945599323243	TRUE	Down
84973	SNHG7	small nucleolar RNA host gene 7	chr9	136724355	136728184	-	766.783524039202	0.650695072570001	0.134250714333558	FALSE	Up
51495	HACD3	3-hydroxyacyl-CoA dehydratase 3	chr15	65530418	65578349	+	7612.49928083504	1.1932658145999	3.19913267495072e-05	TRUE	Up
10329	RXYLT1	ribitol xylosyltransferase 1	chr12	63779833	63809792	+	7204.15959673934	-1.4885519901546	2.40990648414155e-05	TRUE	Down
63950	DMRTA2	DMRT like family A2	chr1	50417550	50423443	-	2058.52697590133	-1.12718549901933	0.0164627920903226	TRUE	Down
360200	TMPRSS9	transmembrane serine protease 9	chr19	2360238	2426261	+	4455.59707379667	-2.34102352583634	0.0835670842518259	FALSE	Down
388761	OR14A2	olfactory receptor family 14 subfamily A member 2	chr1	247722957	247748141	-	5350.25211647153	0.795054582126442	0.000213685217128455	FALSE	Up
105374039	LOC105374039	uncharacterized LOC105374039	chr3	111292719	111542302	+	9233.18684430793	-0.812923664046285	1.71182492462934e-06	FALSE	Down
441025	LINC02483	long intergenic non-protein coding RNA 2483	chr4	75354076	75362566	+	4297.68081991468	-1.64451592415765	0.000759080560088888	TRUE	Down
112390310	SYNGAP1-AS1	SYNGAP1 antisense RNA 1	chr6	33437363	33454453	-	8475.4731406807	-1.64188237247772	0.000133147722174633	TRUE	Down
283856	GNAO1-DT	GNAO1 divergent transcript	chr16	56092987	56191118	-	8471.49895118782	-1.12933635843055	0.00488629142065755	TRUE	Down
138724	SPATA31G1	SPATA31 subfamily G member 1	chr9	35041095	35045986	+	8475.57620477164	0.430107901312578	0.00174644258573402	FALSE	Up
4317	MMP8	matrix metallopeptidase 8	chr11	102711796	102727050	-	4893.73404497281	-1.11212928857721	2.13094031835781e-05	TRUE	Down
57616	TSHZ3	teashirt zinc finger homeobox 3	chr19	31149979	31349436	-	6413.80720975576	0.718870921955776	8.08718118479895e-05	FALSE	Up
124906265	LOC124906265	uncharacterized LOC124906265	chr3	108032456	108039916	-	2135.31738775317	1.28916719423155	0.0621319220180771	FALSE	Up
105664404	WSPAR	WNT signaling pathway activating non-coding RNA	chr5	133913677	133917269	+	2242.78991667787	-1.39690244317238	0.000852558618871503	TRUE	Down
388514	CYP4F24P	cytochrome P450 family 4 subfamily F member 24, pseudogene	chr19	15760241	15779909	-	7641.02709091967	-1.69262001769707	0.00228512546364793	TRUE	Down
101928553	LOC101928553	uncharacterized LOC101928553	chr2	148909406	148927254	-	6170.09155389853	-0.290378070123198	3.8392406338737e-06	FALSE	Down
354	KLK3	kallikrein related peptidase 3	chr19	50854915	50860764	+	7006.17218944244	0.362156756303375	0.0154907587912165	FALSE	Up
124902606	LOC124902606	uncharacterized LOC124902606	chr11	1333250	1337068	-	9956.47578784032	-1.1346473383035	0.000113529177764963	TRUE	Down
132243	H1-8	H1.8 linker histone	chr3	129543175	129551467	+	7927.88118848577	-0.21971204686258	0.656875759649683	FALSE	Down
105372873	LOC105372873	uncharacterized LOC105372873	chr1	206147164	206166149	+	5125.63864672091	-0.993336333818828	1.03067815370656e-06	FALSE	Down
200634	KRTCAP3	keratinocyte associated protein 3	chr2	27442366	27446481	+	5681.42088195309	0.158543531775951	0.00012400391039284	FALSE	Up
1410	CRYAB	crystallin alpha B	chr11	111908564	111923722	-	7619.65833914233	0.414136987286528	2.32344384073972e-06	FALSE	Up
101928776	LINC01258	long intergenic non-protein coding RNA 1258	chr4	38420662	38523180	-	2019.10138841253	-1.1692994856608	2.13791266223246e-06	TRUE	Down
27290	SPINK4	serine peptidase inhibitor Kazal type 4	chr9	33218365	33248567	+	4475.61366470764	-1.08803211123252	0.0600291874871452	FALSE	Down
284131	ENDOV	endonuclease V	chr17	80415165	80438086	+	696.507320969831	0.275410424090129	9.41432733754292e-06	FALSE	Up
677818	SNORA36B	small nucleolar RNA, H/ACA box 36B	chr1	220200546	220200676	-	9193.80546435947	1.57508223996579	0.00160461600618416	TRUE	Up
27111	SDCBP2	syndecan binding protein 2	chr20	1309909	1329139	-	8645.9063621005	-0.589893911404421	4.53279934567254e-06	FALSE	Down
392617	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1	chr7	1665745	1747946	+	4386.38002812862	-0.826024192586287	0.583223302144501	FALSE	Down
255349	LHFPL7	LHFPL tetraspan subfamily member 7	chr22	24935098	24946695	-	8253.44417222543	1.98117966943572	0.0377707105262479	TRUE	Up
114088	TRIM9	tripartite motif containing 9	chr14	50975262	51096061	-	2754.51590016484	-1.24391520489621	0.49276112301247	FALSE	Down
9832	JAKMIP2	janus kinase and microtubule interacting protein 2	chr5	147585438	147782775	-	5159.13309697295	-1.01865382228888	0.00202148075169885	TRUE	Down
101928516	LOC101928516	uncharacterized LOC101928516	chr6	74069451	74690727	+	9470.20817694021	-0.0423228563568915	0.0398585362347549	FALSE	Down
2308	FOXO1	forkhead box O1	chr13	40469955	40666641	-	93.0504028545693	0.92096227114724	2.215549322512e-05	FALSE	Up
7143	TNR	tenascin R	chr1	175315194	175743595	-	7071.54981976841	0.143767473990878	0.00118761545541463	FALSE	Up
2286	FKBP2	FKBP prolyl isomerase 2	chr11	64241003	64244132	+	4621.8742072559	-0.465142209564742	0.00784346845311889	FALSE	Down
124903525	LOC124903525	uncharacterized LOC124903525	chr15	74311516	74319688	-	9301.0219286778	-0.294934842102705	0.000208236802225402	FALSE	Down
6510	SLC1A5	solute carrier family 1 member 5	chr19	46774883	46788594	-	7938.26403154759	-0.72150840760967	9.99882394584489e-05	FALSE	Down
102724604	LOC102724604	uncharacterized LOC102724604	chr3	181372732	181442597	-	4208.3898968203	0.761458827357542	1.20933973888948e-06	FALSE	Up
100132057	PDE4DIPP6	PDE4DIP pseudogene 6	chr1	148402516	148432545	+	3122.19513498247	-2.50348108528441	0.757122962990691	FALSE	Down
65981	CAPRIN2	caprin family member 2	chr12	30709552	30823302	-	6445.44784613419	1.61133651266036	0.00846180546858587	TRUE	Up
338797	LINC02370	long intergenic non-protein coding RNA 2370	chr12	131347470	131367555	+	6227.26766903885	0.726927864609875	0.0052607639519518	FALSE	Up
105372097	ST8SIA5-DT	ST8SIA5 divergent transcript	chr18	46756933	46802449	+	9346.592147958	0.197279085116209	0.030500018714991	FALSE	Up
83890	SPATA9	spermatogenesis associated 9	chr5	95652181	95732295	-	1505.97827592399	0.944630023331061	0.000114270453950036	FALSE	Up
253635	GPATCH11	G-patch domain containing 11	chr2	37084518	37099244	+	1743.33680095384	1.20712054175383	0.000155986588603125	TRUE	Up
102465434	MIR6726	microRNA 6726	chr1	1296110	1296170	-	6965.3642010456	-1.67187993121064	1.11103179939006e-06	TRUE	Down
100996720	LOC100996720	uncharacterized LOC100996720	chr1	120913151	120914238	-	5679.43704590201	-0.173266772078493	3.06241044924837e-06	FALSE	Down
55636	CHD7	chromodomain helicase DNA binding protein 7	chr8	60678740	60868028	+	924.220137970988	-3.68625891355631	0.00714692092834438	TRUE	Down
339978	LINC02260	long intergenic non-protein coding RNA 2260	chr4	54603211	54607131	-	95.4717367840931	1.30582514123841	0.0237415094867502	TRUE	Up
26810	SNORD41	small nucleolar RNA, C/D box 41	chr19	12706449	12706518	-	2912.58101199521	-0.299042954178092	7.90362167438047e-05	FALSE	Down
124909376	LOC124909376	uncharacterized LOC124909376	chr3	48985049	48989988	-	5600.64444370568	-0.130261371528949	0.0268013804857825	FALSE	Down
51306	FAM13B	family with sequence similarity 13 member B	chr5	137937960	138051961	-	8918.18593187491	0.716079172050794	1.62372901825252e-05	FALSE	Up
105372516	LINC01713	long intergenic non-protein coding RNA 1713	chr20	6731080	6736326	-	1506.67130575981	2.42461892505725	0.620075556769556	FALSE	Up
100616387	MIR3064	microRNA 3064	chr17	64500774	64500839	-	4126.78622910287	-0.934181021862555	0.836576310971941	FALSE	Down
84752	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	chr16	67148104	67150998	-	2983.18842504639	-0.864618856191858	0.0877754513838316	FALSE	Down
102465493	MIR6821	microRNA 6821	chr22	49962866	49962939	+	9224.13596797036	1.84926949658691	0.0313836153883247	TRUE	Up
1845	DUSP3	dual specificity phosphatase 3	chr17	43766125	43778977	-	500.966417011805	-0.164381184510887	0.000294809019553238	FALSE	Down
2184	FAH	fumarylacetoacetate hydrolase	chr15	80152490	80186946	+	6429.39872961724	-2.70461434662855	3.55909188046378e-06	TRUE	Down
283575	LINC02288	long intergenic non-protein coding RNA 2288	chr14	77041064	77069503	+	6439.6298840153	1.89230053156427	2.8762183560291e-06	TRUE	Up
8487	GEMIN2	gem nuclear organelle associated protein 2	chr14	39114285	39136973	+	8911.05560637545	-0.43726609222864	0.0328220324994127	FALSE	Down
375759	C9orf50	chromosome 9 open reading frame 50	chr9	129612225	129621101	-	8282.9756418732	0.909226966851786	1.59048556878431e-06	FALSE	Up
11157	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	chr4	146175703	146200000	+	4739.98988178093	0.629685597217474	0.000119966519078136	FALSE	Up
124901528	LOC124901528	small nucleolar RNA U13	chr6	87720915	87721018	+	6437.94145183871	-0.919757547818568	0.00322986663429237	FALSE	Down
51266	CLEC1B	C-type lectin domain family 1 member B	chr12	9985642	10013424	-	7523.31051935209	2.31086785814953	8.20379200978316e-05	TRUE	Up
124905313	LOC124905313	U6 spliceosomal RNA	chrUn_GL000213v1	127840	127946	-	5347.17273309128	-1.01525403291001	0.907471889020431	FALSE	Down
389118	CDHR4	cadherin related family member 4	chr3	49790732	49799873	-	7033.71162164025	0.717110294835697	0.0337522742443804	FALSE	Up
9330	GTF3C3	general transcription factor IIIC subunit 3	chr2	196763035	196799725	-	700.196038514841	-1.04846961939573	0.000532511537376015	TRUE	Down
9096	TBX18	T-box transcription factor 18	chr6	84687373	84764598	-	3520.99220537813	0.103715895690933	3.36401174356056e-06	FALSE	Up
100874052	LINC00534	long intergenic non-protein coding RNA 534	chr8	90221341	90687863	+	934.207008841913	0.220726037011518	6.8984430707193e-06	FALSE	Up
4651	MYO10	myosin X	chr5	16661907	16936288	-	9448.13685183879	-0.542812974232967	0.000803689337771735	FALSE	Down
5967	REG1A	regenerating family member 1 alpha	chr2	79120362	79123409	+	6338.60769251362	-0.996014709528115	0.000875037177629615	FALSE	Down
84437	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils	chr11	106007899	106022403	-	8135.89951137547	1.08485501351951	0.228127428946646	FALSE	Up
1725	DHPS	deoxyhypusine synthase	chr19	12668071	12681880	-	9875.3796671587	0.796131209223135	0.0503058822196538	FALSE	Up
388610	TRNP1	TMF1 regulated nuclear protein 1	chr1	26993692	27000886	+	2056.03041053517	0.767943002930152	0.12239875002851	FALSE	Up
84186	ZCCHC7	zinc finger CCHC-type containing 7	chr9	37120574	37358149	+	3705.77809581766	-1.12041712066263	1.45058315792239e-05	TRUE	Down
55802	DCP1A	decapping mRNA 1A	chr3	53283429	53347586	-	8829.46118907305	-0.760459444920245	3.66990953569948e-06	FALSE	Down
105372571	LOC105372571	uncharacterized LOC105372571	chr20	23320958	23325352	-	9832.61111412197	-1.38197536305326	0.00144421106902073	TRUE	Down
54429	TAS2R5	taste 2 receptor member 5	chr7	141790217	141791367	+	3164.63307116181	0.332186587806449	3.31185282306689e-05	FALSE	Up
107984172	LOC107984172	uncharacterized LOC107984172	chr10	29842002	29843315	-	3150.23278704379	1.19498242035526	6.63555133570876e-05	TRUE	Up
406936	MIR144	microRNA 144	chr17	28860993	28861991	-	54.173239141237	2.86928601039237	1.04848432793317e-05	TRUE	Up
105378880	LOC105378880	uncharacterized LOC105378880	chr1	104998406	105032365	-	4108.99497590028	1.52041302620899	0.300532907087397	FALSE	Up
100847020	MIR5582	microRNA 5582	chr11	46753125	46753192	-	4128.04245732725	-1.74800364158888	0.00143836393851481	TRUE	Down
100874185	FRMD6-AS2	FRMD6 antisense RNA 2	chr14	51454512	51651233	-	5573.69704039535	-2.21928872697989	2.26977561406037e-06	TRUE	Down
105374313	LOC105374313	uncharacterized LOC105374313	chr3	150039214	150213726	+	1778.80311544752	1.79184535967924	1.87113489378899e-06	TRUE	Up
101928420	LINC01490	long intergenic non-protein coding RNA 1490	chr12	80763151	80770717	+	8346.31612472935	4.92794384605243	0.159275883949199	FALSE	Up
101928004	LOC101928004	uncharacterized LOC101928004	chr6	6692741	6801186	-	3423.65972228814	0.337961691846548	9.05179080108403e-05	FALSE	Up
55653	BCAS4	breast carcinoma amplified sequence 4	chr20	50794894	50877177	+	9855.83081416786	-1.01963830146118	6.36860237474299e-05	TRUE	Down
54988	ACSM5	acyl-CoA synthetase medium chain family member 5	chr16	20409534	20441336	+	2742.14986302191	-1.33621281745994	0.000291339288706284	TRUE	Down
124901370	LOC124901370	uncharacterized LOC124901370	chr6	108441880	108558286	-	7746.90841820557	-0.741584897152381	5.41898281434016e-06	FALSE	Down
23220	DTX4	deltex E3 ubiquitin ligase 4	chr11	59171430	59208588	+	82.5831267866306	-1.85729244338054	6.23031144267519e-06	TRUE	Down
101927455	TMEM108-AS1	TMEM108 antisense RNA 1	chr3	133245603	133257207	-	3132.44049180299	0.108813594208245	0.00465318060981244	FALSE	Up
23324	MAN2B2	mannosidase alpha class 2B member 2	chr4	6575189	6623362	+	3081.88080288004	-1.76376701411133	0.038285957043828	TRUE	Down
2582	GALE	UDP-galactose-4-epimerase	chr1	23795599	23800781	-	2724.8160878499	-1.87697512517465	0.00560008354290525	TRUE	Down
94033	FTMT	ferritin mitochondrial	chr5	121851882	121852833	+	8323.61512013245	-1.123656510111	0.000310290469479946	TRUE	Down
9110	MTMR4	myotubularin related protein 4	chr17	58489529	58517905	-	7129.92452306906	-0.8755156898424	6.882399979548e-06	FALSE	Down
5994	RFXAP	regulatory factor X associated protein	chr13	36819222	36829104	+	469.559892658144	1.54356694577338	8.26672610810983e-06	TRUE	Up
6442	SGCA	sarcoglycan alpha	chr17	50164214	50175928	+	1711.3538713078	2.60021697794	0.00587511958729363	TRUE	Up
79858	NEK11	NIMA related kinase 11	chr3	131026850	131350465	+	9266.29030694021	-2.7213697332744	2.00930207304045e-06	TRUE	Down
120883614	CCDC90B-AS1	CCDC90B antisense RNA 1	chr11	83286359	83305124	+	2890.51282696426	-0.679805299334741	0.000802664220835356	FALSE	Down
8343	H2BC7	H2B clustered histone 7	chr6	26199516	26199988	+	9369.94893185096	-0.381363763814795	3.55458176582354e-06	FALSE	Down
